BlockSize: 32 Image-Height: 12800 Width: 12800 Sigma: 0.600000 file i/o time: 685897 kernel time: 533844 communication time: 459538 end to end with i/o: 2045672 end to end with no i/o: 1295454
BlockSize: 8 Image-Height: 12800 Width: 12800 Sigma: 1.100000 file i/o time: 677619 kernel time: 493107 communication time: 515063 end to end with i/o: 2087903 end to end with no i/o: 1344589
BlockSize: 16 Image-Height: 12800 Width: 12800 Sigma: 1.100000 file i/o time: 661766 kernel time: 479025 communication time: 430373 end to end with i/o: 1920507 end to end with no i/o: 1194621
BlockSize: 32 Image-Height: 12800 Width: 12800 Sigma: 1.100000 file i/o time: 725873 kernel time: 584850 communication time: 451375 end to end with i/o: 2126436 end to end with no i/o: 1334977
BlockSize: 8 Image-Height: 1024 Width: 1024 Sigma: 0.600000 file i/o time: 31981 kernel time: 2353 communication time: 4449 end to end with i/o: 631790 end to end with no i/o: 596450
BlockSize: 16 Image-Height: 1024 Width: 1024 Sigma: 0.600000 file i/o time: 5972 kernel time: 3908 communication time: 4317 end to end with i/o: 263864 end to end with no i/o: 254506
BlockSize: 32 Image-Height: 1024 Width: 1024 Sigma: 0.600000 file i/o time: 5873 kernel time: 4901 communication time: 4329 end to end with i/o: 243976 end to end with no i/o: 234758
BlockSize: 8 Image-Height: 1024 Width: 1024 Sigma: 1.100000 file i/o time: 5657 kernel time: 2765 communication time: 3258 end to end with i/o: 256461 end to end with no i/o: 247562
BlockSize: 16 Image-Height: 1024 Width: 1024 Sigma: 1.100000 file i/o time: 5868 kernel time: 4405 communication time: 4310 end to end with i/o: 227836 end to end with no i/o: 218621
BlockSize: 32 Image-Height: 1024 Width: 1024 Sigma: 1.100000 file i/o time: 6250 kernel time: 5616 communication time: 4511 end to end with i/o: 267506 end to end with no i/o: 256540
BlockSize: 8 Image-Height: 2048 Width: 2048 Sigma: 0.600000 file i/o time: 25090 kernel time: 9028 communication time: 16886 end to end with i/o: 358691 end to end with no i/o: 321803
BlockSize: 16 Image-Height: 2048 Width: 2048 Sigma: 0.600000 file i/o time: 18177 kernel time: 15044 communication time: 14459 end to end with i/o: 261346 end to end with no i/o: 235265
BlockSize: 32 Image-Height: 2048 Width: 2048 Sigma: 0.600000 file i/o time: 17983 kernel time: 18894 communication time: 15243 end to end with i/o: 270447 end to end with no i/o: 244586
BlockSize: 8 Image-Height: 2048 Width: 2048 Sigma: 1.100000 file i/o time: 19302 kernel time: 10706 communication time: 15516 end to end with i/o: 296960 end to end with no i/o: 269633
BlockSize: 16 Image-Height: 2048 Width: 2048 Sigma: 1.100000 file i/o time: 18835 kernel time: 17053 communication time: 13868 end to end with i/o: 267674 end to end with no i/o: 240991
BlockSize: 32 Image-Height: 2048 Width: 2048 Sigma: 1.100000 file i/o time: 18971 kernel time: 21770 communication time: 13767 end to end with i/o: 275287 end to end with no i/o: 248484
BlockSize: 8 Image-Height: 4096 Width: 4096 Sigma: 0.600000 file i/o time: 67883 kernel time: 36078 communication time: 54929 end to end with i/o: 453288 end to end with no i/o: 355477
BlockSize: 16 Image-Height: 4096 Width: 4096 Sigma: 0.600000 file i/o time: 66342 kernel time: 60219 communication time: 58670 end to end with i/o: 445138 end to end with no i/o: 347330
BlockSize: 32 Image-Height: 4096 Width: 4096 Sigma: 0.600000 file i/o time: 70896 kernel time: 66494 communication time: 54474 end to end with i/o: 444944 end to end with no i/o: 352688
BlockSize: 8 Image-Height: 4096 Width: 4096 Sigma: 1.100000 file i/o time: 62353 kernel time: 35141 communication time: 54329 end to end with i/o: 382715 end to end with no i/o: 299095
BlockSize: 16 Image-Height: 4096 Width: 4096 Sigma: 1.100000 file i/o time: 61853 kernel time: 55374 communication time: 52631 end to end with i/o: 402028 end to end with no i/o: 320791
BlockSize: 32 Image-Height: 4096 Width: 4096 Sigma: 1.100000 file i/o time: 65383 kernel time: 64074 communication time: 55108 end to end with i/o: 421383 end to end with no i/o: 337279
BlockSize: 8 Image-Height: 10240 Width: 10240 Sigma: 0.600000 file i/o time: 387828 kernel time: 271893 communication time: 275148 end to end with i/o: 1280515 end to end with no i/o: 835593
BlockSize: 16 Image-Height: 10240 Width: 10240 Sigma: 0.600000 file i/o time: 416852 kernel time: 286151 communication time: 278555 end to end with i/o: 1300646 end to end with no i/o: 828049
BlockSize: 32 Image-Height: 10240 Width: 10240 Sigma: 0.600000 file i/o time: 429034 kernel time: 351630 communication time: 277037 end to end with i/o: 1373356 end to end with no i/o: 890731
BlockSize: 32 Image-Height: 10240 Width: 10240 Sigma: 1.100000 file i/o time: 409932 kernel time: 397654 communication time: 274235 end to end with i/o: 1400504 end to end with no i/o: 934837
BlockSize: 16 Image-Height: 10240 Width: 10240 Sigma: 1.100000 file i/o time: 408768 kernel time: 312526 communication time: 274848 end to end with i/o: 1318122 end to end with no i/o: 852261
BlockSize: 32 Image-Height: 10240 Width: 10240 Sigma: 1.100000 file i/o time: 409616 kernel time: 397843 communication time: 327809 end to end with i/o: 1453771 end to end with no i/o: 990675
BlockSize: 8 Image-Height: 10240 Width: 10240 Sigma: 1.100000 file i/o time: 368020 kernel time: 299051 communication time: 270412 end to end with i/o: 1263123 end to end with no i/o: 841149
