FLOPS_Kernel, 14383590.000000, BYTES_Kernel,3360068.000000,kernel_time,15316,image-size,256,blocksize,8
FLOPS_Kernel, 58080224.000000, BYTES_Kernel,13660484.000000,kernel_time,563,image-size,512,blocksize,8
FLOPS_Kernel, 233898672.000000, BYTES_Kernel,55097608.000000,kernel_time,1776,image-size,1024,blocksize,8
FLOPS_Kernel, 880748544.000000, BYTES_Kernel,213882080.000000,kernel_time,7468,image-size,2048,blocksize,8
FLOPS_Kernel, 2157765376.000000, BYTES_Kernel,491549344.000000,kernel_time,44103,image-size,3072,blocksize,8
FLOPS_Kernel, 4294967296.000000, BYTES_Kernel,1328492160.000000,kernel_time,56821,image-size,5120,blocksize,8
FLOPS_Kernel, 4294967296.000000, BYTES_Kernel,2147483648.000000,kernel_time,158718,image-size,7680,blocksize,8
FLOPS_Kernel, 14383590.000000, BYTES_Kernel,3360068.000000,kernel_time,321,image-size,256,blocksize,8
FLOPS_Kernel, 14383590.000000, BYTES_Kernel,1838660.000000,kernel_time,297,image-size,256,blocksize,16
FLOPS_Kernel, 58080224.000000, BYTES_Kernel,7574852.000000,kernel_time,820,image-size,512,blocksize,16
FLOPS_Kernel, 233898672.000000, BYTES_Kernel,30738948.000000,kernel_time,2719,image-size,1024,blocksize,16
FLOPS_Kernel, 880748544.000000, BYTES_Kernel,116415168.000000,kernel_time,10334,image-size,2048,blocksize,16
FLOPS_Kernel, 2157765376.000000, BYTES_Kernel,260436752.000000,kernel_time,24727,image-size,3072,blocksize,16
FLOPS_Kernel, 4294967296.000000, BYTES_Kernel,712474048.000000,kernel_time,67310,image-size,5120,blocksize,16
FLOPS_Kernel, 4294967296.000000, BYTES_Kernel,1453414272.000000,kernel_time,176570,image-size,7680,blocksize,16
FLOPS_Kernel, 14383590.000000, BYTES_Kernel,1015940.000000,kernel_time,467,image-size,256,blocksize,32
FLOPS_Kernel, 58080224.000000, BYTES_Kernel,4283972.000000,kernel_time,1397,image-size,512,blocksize,32
FLOPS_Kernel, 233898672.000000, BYTES_Kernel,17577252.000000,kernel_time,11021,image-size,1024,blocksize,32
FLOPS_Kernel, 880748544.000000, BYTES_Kernel,70171128.000000,kernel_time,18643,image-size,2048,blocksize,32
FLOPS_Kernel, 2157765376.000000, BYTES_Kernel,139483504.000000,kernel_time,39525,image-size,3072,blocksize,32
FLOPS_Kernel, 4294967296.000000, BYTES_Kernel,388003712.000000,kernel_time,97976,image-size,5120,blocksize,32
FLOPS_Kernel, 4294967296.000000, BYTES_Kernel,812575168.000000,kernel_time,262450,image-size,7680,blocksize,32
